name,age,zip
Banks,48,18290
Jones,52,11320
Alexander,48,06530
Wall,64,87230
Sharp,61,28240
Carvajal,39,68480
Barrett,45,19120
Miller,41,26300
Finney,32,02600
Castaneda,37,80230
Chen,30,46500
Santos,41,60360
Hoyos,40,03450
Dickey,31,89600
Unterseher,65,41360
Carter,45,63440
Burton,23,65240
Russell,22,11240
Wuest,55,60112
Aldrich,54,61100
Milligan,37,56470
Terrell,31,60640
Pina,32,16100
Osborne,31,64300
Kincade,66,17520
Harvey,30,13013
Viramontes,52,35800
Schrenk,48,65400
Nipp,32,43300
Englehardt,45,30580
Apple,53,27100
Thomas,43,89100
Rosselle,49,09460
Swearengin,42,63520
Bostwick,34,87800
Giebler,34,62650
Cox,47,57130
Padilla,65,86110
Krick,61,04420
Freshour,18,60650
Richard,26,55230
Broadway,35,43300
Jamison,35,06330
Robinson,44,62161
Sicard,43,22300
Mcclure,44,97360
Pugmire,38,36800
Vandam,37,72800
Abraham,43,51300
Cuadros,44,26740
Lawson,18,57660
Frisby,32,50330
Ranieri,56,37230
Tucker,44,74550
Furlong,59,13013
Raper,50,07240
Jones,44,57630
Whitley,55,06100
Cobine,38,39130
Weible,52,59950
Gardner,43,72360
Parsons,47,55140
Foster,50,50200
Stella,59,25120
Sheldon,22,71140
Weatherly,41,42370
Thomas,52,24580
Slate,53,49450
Gamboa,58,63170
Herrin,42,66300
Stanley,41,56190
Holbrook,27,30250
Saunders,46,55300
Stacey,56,24460
Wightman,50,40800
Tafel,33,37370
Thompson,41,02260
Benjamin,33,20144
Payan,59,52270
Hollandsworth,30,89140
Roberson,42,61700
Harbaugh,63,55300
Erben,40,78940
Miller,41,95420
Younglas,32,76480
Moseley,39,71130
Fleury,47,89300
Vandy,54,43160
Craig,65,46130
Borden,31,46500
Wilkinson,44,11500
Lowe,38,24410
Smoot,30,57640
Fuhrman,44,62650
Jackson,38,04110
Gibson,32,76760
Hunsberger,38,01480
Haaby,59,34600
Booker,45,59230
Dayley,49,55200
Dominique,48,25310
Begay,44,72170
Whitehead,24,76150
Tea,39,42340
Donley,60,25210
Thompson,32,73220
Rolon,40,44670
Tovar,47,62134
Bien,54,88320
Redman,50,01700
Carrol,49,50810
Turchi,61,87890
Fecteau,55,58200
Simmons,51,21250
Burciaga,33,50440
Kunze,36,20221
Goguen,56,62156
Labarre,51,86250
Stout,46,10110
Dahl,65,49140
Suarez,58,80132
Joe,34,30150
Kattner,32,69126
Ambrosino,32,46330
Robinson,50,49360
Munyon,67,51270
Isaac,46,60570
Campbell,34,52600
Petterson,38,67360
Roberts,55,42670
Olesky,53,21350
Rizzo,48,21220
Kruckenberg,43,42155
Mccormick,46,45570
Marin,52,70150
Mcdonald,43,71700
Rogers,64,67150
Phillips,43,16170
Spence,55,13008
Pendarvis,43,80150
Banks,52,28170
Bell,63,01360
Rivera,41,17520
Alexander,50,97311
Carter,48,62650
Anderson,45,35440
Stinson,47,27760
Thornton,57,54790
Mitchell,55,59127
Sodomka,49,14340
Green,41,26450
Collins,39,60480
Jowers,63,60150
Mcclain,30,14400
Watts,44,56230
Wren,55,37460
Balla,43,69840
Puckett,51,11330
Nelson,46,50330
Goff,37,38680
Pinkerton,39,62270
James,33,45650
Landon,47,67790
Perez,48,28240
Morgan,30,08430
Lee,50,17270
Sheffield,43,88630
Tigner,62,67120
Grissom,56,79370
Farmer,49,24510
Doig,57,60120
Eddy,61,31260
Minelli,51,38640
Palmer,51,69460
Blackmer,55,43380
Williamson,43,14210
Olson,45,12550
Weaver,33,81350
Panto,48,64370
Ethridge,40,59690
Laseter,38,39100
Stuble,50,40400
Oestmann,34,80700
Barker,39,09200
Ross,35,46330
Gronewald,49,24270
Vogelpohl,58,31620
Barnfield,51,14370
Smith,48,80090
Hicks,32,91590
Gleaves,51,59530
Poe,37,88140
Verduzco,31,15200
Wagner,43,71240
Lipsky,33,76710
Gray,60,27230
Chan,35,21110
Moore,53,32220
Tipka,47,88000
Mooney,45,61170
Williams,44,59492
Funderburke,52,76630
Czapla,36,08400
Hollingsworth,56,63500
Forbes,47,59310
Dean,56,15600
Gray,58,22430
Thaxton,35,42510
Gabrelcik,36,59570
Boldt,31,36150
Hoang,42,24210
Lott,54,28360
Schrum,55,08250
Smith,50,01290
Jenkins,60,68210
Higgins,54,64290
Merry,53,19430
Rose,59,36170
Woods,63,67320
Genna,41,47400
Cook,52,54450
Bell,61,73260
Harris,56,17540
Simmons,38,51260
Baskin,29,15240
Barnett,46,08260
Gardner,36,70130
Rodgers,52,76540
Martinez,46,06470
Hayden,32,32190
Waite,62,29260
Cox,37,49690
Gilbert,45,53320
Abbott,44,21330
Sherbert,52,61130
Lant,32,50800
Schmitt,44,46300
Trela,35,01250
Coots,50,33610
Richardson,41,21560
Scarbrough,46,25560
Thomas,51,46260
Hoyt,47,77118
Riley,44,46700
Floresca,39,77390
Sanmiguel,39,31420
Crumley,54,59182
Logan,60,33590
Allen,42,77470
Augenstein,40,60390
Hamilton,36,24590
Berg,64,67430
Armistead,57,87440
Luthy,46,14220
Sydnor,46,10130
Spomer,39,56580
Kingsley,45,16140
Gandee,54,66300
Ramos,43,85540
Yarbrough,36,27270
Smith,41,59287
Heavner,47,61130
Rogers,54,19410
Tolley,53,54610
Dominguez,34,31420
Stayton,38,39290
Harris,36,23260
Henry,44,27930
Walton,60,89390
Coleman,63,84570
Allen,37,67440
Harris,50,52370
Drew,53,52330
Clifton,54,29270
Simms,30,65500
Alvarado,37,73630
Nyquist,40,22480
King,23,91730
Stowers,55,54870
Clark,32,06450
Thornsberry,39,48140
West,59,08250
Bathke,41,54370
Garza,36,69290
Frank,56,65300
Carroll,41,19350
Arend,42,25160
Wen,51,81260
Dupree,39,34270
Grunden,45,32720
Cowan,44,54260
Rumph,54,24510
Downey,38,20230
Currier,41,26390
Simmons,41,62116
Cole,31,31540
Nolen,47,72110
Keith,32,45700
Ray,30,68150
Sinnott,30,18140
Jellerson,35,67310
Rangel,64,76370
Swearinger,40,79150
Schenk,37,41800
Barnett,49,31440
Gonzales,62,90300
Reed,39,19430
Kinsinger,42,01290
Collelo,43,44330
May,42,77970
Vines,48,14260
Borich,40,88630
Martinez,38,79600
Gooden,41,91180
Wright,48,67210
Lundeen,59,27190
Metge,36,64190
Dawson,38,33390
Bates,29,63330
Beebe,40,65320
Guzman,50,05100
Russell,49,25430
Geno,37,02680
Chavers,47,08290
Vanderploeg,63,69430
Strickland,54,16250
Barnes,46,10320
Denison,50,78320
Vidal,40,57290
Deyoung,57,52250
Trasher,55,30960
Flores,47,07690
Phillips,45,98776
Hayne,56,65380
Killeen,58,08270
Lee,49,14290
Rendon,54,29860
Hooper,57,97420
Rubin,47,76910
Rivera,46,59224
Davis,31,01140
Sanchez,50,46270
Romero,50,27110
Stowers,52,59141
Brass,50,88100
Ames,45,93190
Loven,46,08220
Moody,38,19120
Needleman,45,94460
Place,45,65240
Jones,31,63570
Gill,53,73800
Byrne,40,35330
Laverriere,54,11220
Spellacy,40,51330
Page,41,21400
Larson,51,40210
Alexander,42,62810
Morey,60,11600
Turner,35,54800
Robinson,36,91430
Vitale,58,48600
Tate,56,08110
Omalley,51,21270
Glander,65,77600
Pellegrino,51,02600
Taylor,46,85410
Conwell,47,77560
Ambler,47,42210
Johnson,37,02360
Sepulveda,46,40700
Steiner,38,10800
Garrett,42,16100
Hirneise,40,80150
Cramer,26,33880
Ward,56,72540
Akers,37,82340
Blaney,50,60540
Brooks,42,12140
Unknow,42,36220
Pepper,63,08230
Amaro,40,46600
Theiss,48,14260
Zorn,48,02210
Hjort,28,63580
Burns,40,16100
Coar,25,10700
Benedict,49,54210
Fitanides,61,95560
Franks,43,89260
Archibald,43,72220
Guyton,34,07150
Mcclain,60,70300
Perlman,36,15800
Reynolds,52,17120
Davies,30,61430
Maddocks,42,08400
Butts,42,48260
Hitch,51,50340
Lincoln,67,52300
Barrett,40,65410
Trotter,48,64120
Kosiba,49,01250
Woodcock,51,59910
Bennett,49,98792
Whalen,64,34120
Olson,36,52500
Nelson,60,02270
Carleton,48,74290
Seese,50,57720
Broenneke,57,12600
Edwards,57,50390
Rome,53,80250
Wasson,58,47270
Kettner,45,03210
Saiz,53,07300
Moore,59,49280
Ponce,45,71700
Catron,39,67710
Steele,50,79350
Miranda,61,54210
Washington,46,62850
Hunsicker,53,09700
Neal,36,80370
Salvatierra,59,23320
Castle,57,26400
Stogner,42,24170
Garrett,41,38790
Butler,41,81120
Brown,37,70000
Smith,56,76680
Morrison,50,59134
Richard,46,31580
Halloway,43,61190
Doughty,40,16150
Thompson,59,18110
Salada,47,31800
Barker,47,15290
Kincer,53,73600
Cyrus,60,37240
Barcellos,20,71550
Sullivan,44,50500
Wike,44,69860
Castellanos,58,21610
Barton,51,15150
Wallis,34,52310
Thompson,57,70100
May,53,21220
Mccray,48,19300
Brock,51,33540
Roberts,57,22100
Sherman,49,77760
Palomares,53,77123
Rameriz,56,12430
Smith,53,25330
Huntsberger,34,71220
Carroll,64,79220
Guinyard,45,79370
Johnson,40,20229
Vinson,37,88640
Mcgowan,45,12240
Bradford,45,77560
Ramundo,51,81250
Mcfarlin,44,29217
Clark,31,53210
Langowski,55,42670
Reed,51,31620
Burroughs,29,55250
Moore,42,86260
Ames,35,54820
Ellis,51,35550
Metcalf,57,38480
Oconnor,54,01500
White,68,51120
Whitsett,57,80110
Burns,52,09000
Rios,49,07510
Headley,57,71390
Gehringer,54,02140
Fowler,48,15320
Ringhouse,43,14430
Heimann,67,57420
Dow,50,69670
Johnson,41,26560
Kubat,48,77165
Graham,30,54480
Wilson,57,31530
Blow,51,32320
Tyler,63,30126
Appel,37,60420
Hileman,35,59320
Brown,56,98820
Hoar,43,25410
Desmarais,38,30360
Haynie,37,18300
Bemrose,38,89390
Steele,42,60162
Nelson,40,77390
Stevens,40,17490
Guajardo,49,45370
Weaver,45,73200
Williams,43,41600
Curtis,49,63720
Ring,41,42370
Thorne,55,02590
Gaccione,46,14140
Hoyle,68,20213
Braun,52,14710
Mcewen,49,76540
Carbajal,39,02000
Baker,55,57990
Allen,65,56450
Wright,38,38470
Walker,47,51170
Alfaro,29,38420
Solares,46,91740
Murray,47,55700
Coleman,38,50390
Johnson,58,58120
Hurst,56,71440
Horn,56,59440
Oller,67,02880
Herring,57,39800
Zimmermann,40,62270
Tickle,37,56910
Sharples,50,61330
Emery,39,73800
Sweet,64,08240
Knoll,50,54330
Hamburger,62,33230
Asquith,47,50310
Street,46,80430
Grossman,43,85480
Cradduck,37,55150
Gailey,47,19260
Roy,56,14230
Davis,51,53360
Smith,32,39300
Durham,57,34400
Burt,23,81350
Fussell,47,65350
Smith,43,85150
Jones,50,18100
Mathison,35,08400
Lade,55,04200
Myles,51,24160
Wei,39,22450
Rager,47,22200
Colace,49,71460
Carey,52,31140
Beaman,46,57580
Dorman,39,32220
Watson,50,78490
Ancona,46,51170
Whitesides,49,47200
Krieger,48,51190
Owen,26,21210
Limmel,44,47150
Bennet,32,54300
Blackwell,34,22140
Boswell,49,55130
Rein,63,21360
Gonzales,45,51600
Woods,45,34190
Wallace,39,19130
Heck,33,27710
Summerville,49,64160
Papineau,45,45360
Hooper,67,59680
Lopez,33,77580
Holland,39,39230
Greenleaf,24,50000
Keith,52,16250
Martinez,49,17770
Brewer,57,30200
Ware,42,18500
Lige,49,76110
Rodriguez,49,61320
Moschetti,59,15500
Harris,52,74290
Adams,50,21310
Negrete,43,81330
Williams,53,45700
Murphy,47,95200
Runyan,61,89330
Napier,34,35580
Rosa,46,42380
Jacobi,54,76690
Hopfensperger,47,60650
Aguilar,40,69440
Davis,47,71000
Truxler,38,09200
Holmberg,41,08270
Cooper,52,71710
Davis,50,38790
Gentry,49,76450
Delgado,63,30760
Beck,56,49520
Sheffield,58,95650
Nunez,53,18340
Reyes,40,85540
Taylor,53,39230
Negron,52,61380
Scharfenberg,56,19520
Bridges,61,57580
Powell,43,38150
Wilkins,39,04400
Phillips,48,46130
Kolb,59,38490
Forrest,27,88100
Burke,46,88460
Young,43,98729
Vegter,59,26340
Minks,44,05130
Ellis,37,37310
Lett,27,01990
Leischner,36,64470
Johnson,47,40090
Krebbs,45,71460
Birdsong,26,33190
Oconnor,47,62179
Cooksey,35,37460
Lane,37,50510
Jackson,54,74350
Spence,59,33920
Sikora,54,79330
Sullivan,46,36330
Allen,43,70220
Liddell,45,87500
Sanchez,41,76200
Coleman,35,56170
Poole,43,18160
Wilborn,50,77460
Freiseis,27,52210
White,40,14410
Burton,49,40270
Pumphrey,31,41310
Faris,63,81500
Taylor,68,33350
Street,48,38150
Juarez,46,82210
Hoage,65,77390
Hanberry,53,72380
Sones,39,55160
Haas,39,63320
Walker,42,64400
Jackson,40,58350
Cortese,54,45390
Suazo,55,25520
Trammell,55,54620
Mccarthy,39,81290
Dodds,40,80470
Gable,43,65670
Vasques,62,25340
Peebles,47,31600
Fuller,44,34210
Woodley,14,52240
Minion,46,38710
Miller,43,11800
Sanchez,42,64300
Mowatt,43,35680
Searchwell,46,30132
Hamilton,42,32700
Hidalgo,56,92190
Foster,36,97213
Gooden,35,16230
Farmer,41,11500
Brown,38,03120
Blackner,54,80310
Jones,60,62136
Tarasuik,59,22300
Cintron,41,32260
Jones,59,62217
Jones,27,32220
Washington,65,14430
Harris,60,20151
Williams,57,22540
Morrison,57,25110
Barnes,31,69540
Swain,42,82340
Ford,27,16200
Wright,43,06320
Robson,39,09400
Mittendorf,51,33610
Herriman,22,23150
Robinson,43,70110
White,34,98774
Adamo,58,63170
Natal,36,59187
Santiago,45,38260
Weber,37,25240
Bradley,54,03330
Feliciano,34,02140
Maze,37,55300
Herrera,60,52170
Vazquez,42,21170
Graeser,36,71160
Mckown,51,55400
Fuller,65,69690
Nash,57,24190
Walden,63,70200
Montoya,38,14240
Lusk,45,10200
Mcmasters,42,80190
Ford,27,17139
Zarek,40,54620
Starkweather,38,63510
Ward,47,07000
Melton,43,28220
Demelis,40,31450
Smith,49,73330
Gulbranson,49,98881
Jarrett,50,77590
Altom,39,60410
Long,46,58200
Penn,50,81170
Pickett,47,49700
Fenwick,32,65240
Howzell,43,98816
Harris,45,38290
Grimes,61,40200
Holland,61,21700
Nero,54,30700
Morrison,35,35400
Thuringer,39,59730
Mcclellan,47,26410
Tobias,31,37530
Higby,54,77570
Mikkelsen,47,76190
Smith,46,27600
Viverette,49,98741
Gaudet,66,17510
Clermont,71,88470
Holland,38,18200
Greely,38,74360
Dipiano,53,59990
Dromgoole,46,59195
Mckinney,62,85200
Ellis,21,30750
Phillips,42,04380
Parker,45,02860
Joyce,51,97500
Tellez,56,33540
Odell,51,84850
Watts,39,12330
Aguirre,38,05290
Schulz,43,71130
Guy,52,62920
Green,56,88130
Mccartt,32,60120
Forti,41,54830
Kennedy,35,33840
Parker,59,02320
Massey,44,89800
Rivers,50,88700
Brower,56,33690
Walton,61,80540
Paduano,55,65220
Peltz,40,21150
Cucuzza,56,46100
Gable,41,07690
Shipman,62,16310
Sommer,58,38590
Baldwin,61,24170
Webster,50,03340
Pinto,47,51230
Keshishian,37,16410
Paulsen,41,21330
Barker,33,18200
King,47,57400
Pratt,46,85150
Jasinski,16,33360
Tate,45,60140
Bell,50,27500
Mayo,40,81500
Elliott,40,39230
Matos,36,14170
Smith,32,31180
Rock,48,03230
Powers,45,51120
Grosso,52,26420
Newby,45,14340
Goldman,37,55110
Sturdivant,48,68128
Jenkins,56,67130
Heimann,37,10150
Becker,46,71990
Burgener,43,70120
Martin,57,46320
Horvath,71,57840
Welch,47,58500
Carr,22,33880
Graham,42,77290
Bynum,40,43230
Shattuck,47,53250
Heppner,51,80860
Thomas,22,14170
Watson,33,04270
Ott,26,39150
Young,51,14210
Pippen,38,49140
Short,40,87260
Roe,33,31410
Mcknight,45,18260
Hilley,40,02270
Heredia,45,18380
Tienda,53,57170
Kilmer,52,36240
Nelson,27,69640
Feldkamp,33,14100
Bennett,42,88000
Hall,41,45300
Moseley,49,60570
Evans,36,55600
Marquis,63,62650
Barrett,35,54330
Getzschman,57,81250
Litwin,37,55250
Aubrey,56,85170
Harris,48,62270
Daniels,51,22310
Conrow,56,65230
Rape,34,54460
Anderson,63,80800
Brown,49,69400
Heller,48,80850
Schindler,57,08130
Allen,59,10240
Joyner,48,04270
Davis,53,51700
Herrera,48,24190
Sweeden,35,42720
Meadows,59,66110
Deleon,29,52210
Sandoval,41,70150
Halsey,30,87210
Cain,46,50540
Ivey,52,67330
Boulds,52,62150
Parrino,30,52260
Pair,50,95190
Avella,44,08240
Dobbins,71,84110
Yuan,44,70400
Assante,48,07140
Rocha,55,59496
Long,33,63111
Bland,60,57650
Bunting,58,04360
Soderquist,45,71290
Gomez,27,63380
Habegger,47,22800
Roja,51,26140
Morton,55,63480
Howell,54,10200
Spilman,42,25640
Moore,37,71270
Burks,45,22590
Pilcher,41,64390
Dowst,45,28260
Poisson,43,14170
Mendez,35,25750
Arocho,54,10500
Kehoe,39,98726
Dudley,58,76530
Ware,33,21460
Sorbello,34,09800
Provencher,61,88170
Johns,30,80910
Hunter,34,47330
Crowther,45,23200
Rodriguez,47,76890
Sanders,50,54110
Cooley,35,41150
Blanchard,26,40660
Briggs,42,70100
Johnson,54,44220
Moses,28,62134
Kennedy,38,79170
Ritacco,37,49650
Heinz,53,51170
Bland,44,27310
Cook,49,97270
Schneider,51,54370
Kimball,30,20234
Perkins,51,08400
Grimes,47,55220
Campoy,39,85180
Reidy,38,52000
Donnelly,53,72390
Baron,55,14280
Ferland,58,20259
Riggs,53,35133
Kenyon,41,59490
Jellerson,31,43200
Smith,14,32110
Maguire,62,57915
Gates,46,15400
Cade,60,39270
Quimby,40,50200
Milano,27,51190
Ghaemmaghami,35,31430
Crumbley,29,76150
Hair,36,35690
White,52,25440
Haverland,39,27300
Chiodo,55,16220
Phillips,31,06460
Tillman,35,63890
Russell,45,68650
Thomson,50,55260
Mcmanus,47,76430
Herrera,47,23350
Newsome,57,60620
Vaught,38,39240
Schamber,44,97130
Rudish,60,16560
Allen,58,14490
Shanklin,47,95720
Smith,60,71880
Jones,42,88410
Forte,41,57720
Anderson,39,12510
Johnson,37,77250
Besecker,21,57520
Hyslop,33,31430
Morrow,51,68870
Chapman,37,70240
Segars,55,70120
Good,56,81170
Ferri,36,54110
Holden,42,77520
Carpenter,44,66320
Edwards,44,27170
Knaus,38,80740
Rosenthal,50,86320
Kelly,55,17240
Tucci,49,03240
Hastie,49,57720
Freeman,43,25160
Thames,52,65710
Morgan,46,52260
Joiner,41,35000
Clemmer,40,63190
Baker,37,02000
Fetner,33,17540
Revalee,47,54200
Griffey,56,65230
Parks,35,40630
Ellison,52,41230
Bass,52,21310
Ng,30,60140
Sallas,43,47270
Bell,27,68250
Koch,40,63890
Bennett,66,11250
Macpherson,51,39400
Rodvold,50,71190
Infante,52,03700
Hoefling,41,08290
Redman,35,22270
Grady,37,31340
Hardy,56,21250
Wilkens,46,01250
King,51,38970
Earle,37,76110
Hennigan,53,50800
Bartlett,60,40320
Bradford,57,05130
Churchill,34,52300
Worthington,52,16170
Bivens,51,52140
Usher,69,74000
Rodriguez,43,59266
Kolb,52,14740
Dials,42,39800
Renick,68,51150
Felter,47,71350
Rase,44,98811
Mckay,38,35550
Layton,52,72110
Brister,38,74270
Maxey,36,63330
Evans,63,52230
Michael,45,75004
Handy,42,32600
Braun,80,37360
Acevedo,56,42130
Sanchez,54,80510
Sanderson,40,72600
Knutson,34,33190
Wyland,26,21250
Elrod,58,28270
Cardin,49,17320
Miller,44,68290
Malone,56,65460
Tiffin,51,81470
Watkins,51,24130
Alexander,37,69460
Hogen,37,86130
Garcia,49,40320
Smith,57,08110
Perry,36,14140
Yeager,55,11410
Gutierrez,28,14500
Morin,36,51300
Echevarria,50,89300
Astorga,31,56140
Shockley,41,40560
Harvey,49,13129
Hall,37,07700
Johnston,48,95000
Mulcahy,44,80400
Gillis,53,62129
Hirko,56,89440
Blash,49,54470
Perry,36,30460
Williams,42,57130
Nevarez,47,41320
Conrad,55,54112
Hanson,57,24220
Perl,48,52140
Dear,46,38440
Prather,54,57820
Cole,45,32410
Gonzalez,26,76890
Martinez,32,33580
Ramirez,32,77990
Jones,43,66730
Johnson,28,61310
Hudson,52,77560
Mader,54,38110
Ridley,63,27930
Santana,49,77600
Dent,41,67770
Brown,33,21290
Madden,35,39800
Turner,42,60400
Olson,54,65220
Howard,42,64640
Benner,46,67370
Overton,47,89520
Orozco,34,10200
Vasquez,57,18200
Oman,51,43100
Mcclelland,51,54290
Christiano,46,42410
Jansen,39,47370
Thomas,44,66720
Jackson,60,33340
Meis,50,93380
Beierle,57,69470
Neuman,47,12500
Alma,34,39160
Cleary,37,51320
Leavy,44,78730
Delgado,31,62300
Hass,51,59268
Stokes,43,49140
Lozoya,49,16250
Laflore,52,21110
Mccray,53,10160
Coney,52,27450
Cunningham,42,08130
Eastman,54,55130
Glover,53,30900
Kreidel,43,49410
Curtsinger,46,74150
Hanners,41,20233
Watts,43,47400
Stewart,47,57130
Allen,35,61150
Morales,33,22450
Daniel,60,37160
Gates,42,28120
Harrison,41,49340
Frasier,45,04140
Jones,51,12390
Tsang,59,02120
Daily,57,88140
Grimm,37,51170
Mckinley,38,80500
Kruse,42,40700
Kumro,38,16330
Griffin,44,80110
Lara,53,81150
Hood,45,26770
Leonard,41,97121
Hannah,41,58300
Giunta,57,69590
Campbell,44,72130
Duncan,44,48000
Cacciotti,41,79240
Ferrusi,58,07120
Mcallister,35,16210
Reynolds,27,93110
Mcgough,41,53480
Friscia,61,70300
Anders,50,59630
Marshall,45,20190
Rodriguez,43,65230
Wood,42,65690
Johnson,46,69240
Minton,53,02140
Acton,54,20115
Pina,38,08090
Abarca,45,01100
Moore,50,61320
Mackey,38,80560
Straugh,43,79310
Chapman,27,01300
Jamison,34,22400
Degregorio,42,62180
Devore,50,93110
Gillian,66,23210
Robinson,43,10160
Pirtle,55,24400
Bollinger,57,77520
Headrick,53,51300
Hernandez,64,70170
Mitchell,50,66360
Griffith,45,10220
Cole,62,33210
Rangel,55,54810
Crouch,47,20225
Yahna,39,11410
Cortez,47,65120
Marinelli,45,36400
Sitar,51,40230
Hanson,63,10200
Willis,51,77640
Stewart,59,22470
Robinson,49,80170
Arrington,55,79700
Sterling,37,57540
Cook,40,86160
Blocker,43,36170
Smith,72,21540
Edward,40,27630
Ball,64,88700
Pinkston,67,22600
Watts,37,58120
Sain,63,73800
Scott,26,81440
Trinidad,50,51340
Jenney,49,18320
Stradley,52,31320
Rae,59,01630
Luckey,37,67430
Latham,69,27220
Ison,47,19120
Neonakis,33,13790
Bell,41,49110
Higgins,39,69440
Guevara,38,31570
Daner,32,06910
Pippin,30,83400
Anderson,50,88600
Cochran,42,42670
Hyde,36,83840
Levinthal,44,12550
Atkinson,48,17230
Summer,47,29120
Prince,35,67650
Patnode,30,82600
Lampley,35,38119
Moss,55,78550
Bertram,57,02700
Dyer,28,86210
Webster,54,98610
Shields,45,23110
Nieves,37,27310
Smock,50,34500
Pedersen,42,86160
Baker,45,89330
Hiller,45,60860
Miller,46,09200
Alvarez,41,66500
Lopez,44,90370
Pollitt,42,23400
Kelley,45,32500
Galdames,27,14690
Neighbors,29,14170
Donnellan,43,22490
Orr,38,72400
Holderman,52,33125
Schell,45,63380
Ross,43,45480
Paulson,35,47150
Robinson,59,74350
Pyatt,27,55000
Papay,37,34670
Mccaskill,55,36400
Lawrence,36,64220
Gibson,44,24310
Derrigo,46,61700
Ketchum,43,62380
Dawson,49,08390
Jones,46,54920
Gessel,54,12380
Zinn,45,52140
Wright,53,11420
Queener,41,61150
Long,45,07230
Griffin,46,26600
Mcclelland,46,24300
Yarbrough,45,40320
Kercy,45,11140
Mead,48,56360
Calloway,40,02000
Reiley,44,70200
Luhman,55,39240
Cook,32,70120
Mcdermott,52,65130
Pults,52,25580
Viviani,49,59570
Middleton,37,67770
Harter,30,07190
Rzeczycki,46,60620
Watkins,32,59258
Dannis,43,17770
Overfield,55,76590
Massaro,43,14160
Ramaker,24,47370
Dawes,49,25480
Yeoman,55,20240
Hoang,45,26760
Ray,24,31160
Bradwell,48,63520
Rozon,39,59600
Fox,47,66760
French,52,33230
Charles,55,02440
Clark,50,21460
Newcomb,27,73240
Petty,57,74370
Knight,42,28140
Bosch,48,62124
Brown,43,10240
Mcnear,46,68890
Cork,51,08380
Lesher,33,97131
Rios,42,03250
Sanchez,62,76480
Galindez,39,50630
Leahy,41,80190
Weisner,62,53400
Miyasato,52,77114
Gary,61,48210
Burger,49,88260
Owen,43,03260
Rivera,45,50270
Cobb,49,07310
Wright,28,14100
Smith,54,29800
Crawford,47,15100
Horne,38,77520
Mudget,46,27390
Ferguson,71,39570
Johnson,36,36310
Dietz,33,33340
Willems,64,44680
Carroll,36,49690
Felipe,44,51210
Gundrum,43,50580
Rodriguez,48,35250
Rivas,39,11570
Robles,49,49250
Fisher,38,10280
Purcell,46,10380
Allen,42,71510
Cortez,49,22480
Prioletti,52,60230
Cough,49,64490
Evans,33,36310
Peck,38,19170
Velasquez,39,69360
Walters,41,67150
Humphrey,37,57220
Lareau,50,02160
Arellano,42,27930
Martin,59,64460
Ruley,59,74450
Vanness,43,54300
Dominguez,41,82210
Mejia,40,27300
Hodge,36,78120
Bloom,37,88330
Zeiler,54,35330
Harper,28,71260
Pollard,25,79120
Alton,56,32350
Winston,46,46260
Houck,44,20290
Victoria,54,31360
Mitchell,35,51230
Jones,49,48150
Campbell,44,06470
Demar,52,61380
Taylor,48,91190
Gannett,48,86320
Keeton,25,72470
Bloxham,55,16480
Miller,40,33230
Weiss,37,07290
Rocha,35,39600
Gilson,58,86220
Bottorff,29,38130
Ocasio,50,64330
Clausen,42,72100
Turner,38,88320
Dardar,43,62150
Isham,48,17360
Cioffi,49,20290
Gonzalez,53,78910
Hannum,50,10500
Hippen,55,59270
Thews,29,55190
Alonso,45,76660
Williams,57,16310
Amundsen,50,25520
Mcelwain,52,13103
Sams,46,38230
Savala,43,89560
Halcomb,56,20218
Herrera,36,33370
Hunter,38,01130
Adair,42,02160
Lotti,41,78100
Johnson,58,81400
Tate,35,38070
Sideris,47,17210
Hayman,47,62990
Rios,42,53240
Davis,31,56750
Sample,46,59144
Wolfe,56,60119
Debois,35,52310
Neill,52,67140
Rufe,39,78250
Welch,31,20290
Kopecky,67,08090
Stcharles,47,28480
Murdock,53,48500
Lynch,36,34360
Taylor,40,35490
Bennett,43,30980
Cook,35,81600
Guerrero,53,65190
Lamkin,50,36230
Epley,49,12120
Mcallister,52,85120
Johnson,71,38370
Juhasz,62,02380
Scipio,47,01640
Duke,42,25330
Diekmann,28,20250
Deming,52,80400
Jaramillo,59,67860
Emrick,43,28700
English,43,54260
Chestnut,51,84410
Strickland,37,25300
Tricarico,50,69260
Lopez,34,22420
Varner,51,59139
Flint,37,22610
Benefield,34,21340
Strait,50,87290
Hatten,52,33240
Brown,63,64700
Douglas,46,82710
Musselwhite,34,27190
Wade,26,89140
Park,42,25530
Brock,24,24170
Shoemaker,48,64150
Smith,17,52500
Kahola,49,30390
Hudson,54,11220
Magnuson,52,42130
Murray,39,11340
Baumann,51,85600
Lott,43,61570
Dunnigan,41,40280
Daniel,54,98859
Alves,40,70200
Ailes,50,31430
Levy,48,73190
Castro,45,64220
Raymond,56,13540
Manley,51,05700
Rodriguez,48,54740
Chidester,44,02490
Lacroix,33,61570
Hand,58,07170
Brown,46,25250
Holston,56,62114
Cogliano,47,06530
Reitano,56,50800
Carter,56,43550
Leach,61,81310
Connolly,44,30130
Stevens,47,60890
Handy,32,68130
Brown,47,62153
Weber,46,29140
Peralta,52,02200
Keller,48,51300
Mcmillan,36,21270
Richey,53,27350
Madden,47,64460
Jaynes,49,33480
Sutherland,34,57660
Ramirez,57,72210
